CustomerKey_Output,CustomerID_Source,CustomerID_Output,CustomerID_Reason,CustomerID_Confidence,CustomerID_Status,Fullname_Source,Fullname_Output,Fullname_Reason,Fullname_Confidence,Fullname_Status,CompanyName_Source,CompanyName_Output,CompanyName_Reason,CompanyName_Confidence,CompanyName_Status,Record_Status
414,653,"653,00",New value,,New,Kara Vanderlinden,Kara Vanderlinden,New value,,New,Mercantile Outlet,Mercantile Outlet,New value,,New,New
415,654,"654,00",New value,,New,Jésus Hernandez,Jésus Hernandez,New value,,New,Online Bike Warehouse,Online Bike Warehouse,New value,,New,New
416,655,"655,00",New value,,New,Irene Hernandez,Irene Hernandez,New value,,New,Operational Manufacturing,Operational Manufacturing,New value,,New,New
417,659,"659,00",New value,,New,Ajay Manchepalli,Ajay Manchepalli,New value,,New,Shipping Specialists,Shipping Specialists,New value,,New,New
418,660,"660,00",New value,,New,Nieves Vargas,Nieves Vargas,New value,,New,Exhilarating Cycles,Exhilarating Cycles,New value,,New,New
419,661,"661,00",New value,,New,Kari Hensien,Kari Hensien,New value,,New,General Department Stores,General Department Stores,New value,,New,New
420,665,"665,00",New value,,New,Tomas Manzanares,Tomas Manzanares,New value,,New,Authentic Sales and Service,Authentic Sales and Service,New value,,New,New
421,668,"668,00",New value,,New,Kathy Marcovecchio,Kathy Marcovecchio,New value,,New,Official Parts Shop,Official Parts Shop,New value,,New,New
422,669,"669,00",New value,,New,Patricia Doyle,Patricia Doyle,New value,,New,Racing Bike Outlet,Racing Bike Outlet,New value,,New,New
423,670,"670,00",New value,,New,Valerie Hendricks,Valerie Hendricks,New value,,New,First Bike Store,First Bike Store,New value,,New,New
424,671,"671,00",New value,,New,Jill Markwood,Jill Markwood,New value,,New,"Contoso, Ltd.","Contoso, Ltd.",New value,,New,New
425,672,"672,00",New value,,New,Gerald Drury,Gerald Drury,New value,,New,Utilitarian Sporting Goods,Utilitarian Sporting Goods,New value,,New,New
426,673,"673,00",New value,,New,John Hanson,John Hanson,New value,,New,Countryside Company,Countryside Company,New value,,New,New
427,674,"674,00",New value,,New,Melissa Marple,Melissa Marple,New value,,New,Discount Tours,Discount Tours,New value,,New,New
428,677,"677,00",New value,,New,Cecelia Marshall,Cecelia Marshall,New value,,New,Tire Exchange,Tire Exchange,New value,,New,New
429,678,"678,00",New value,,New,Reuben D'sa,Reuben D'sa,New value,,New,Vigorous Exercise Company,Vigorous Exercise Company,New value,,New,New
430,679,"679,00",New value,,New,Brenda Heaney,Brenda Heaney,New value,,New,Superb Sales and Repair,Superb Sales and Repair,New value,,New,New
431,683,"683,00",New value,,New,Linda Martin,Linda Martin,New value,,New,Oils and Fluids Warehouse,Oils and Fluids Warehouse,New value,,New,New
432,685,"685,00",New value,,New,James Haugh,James Haugh,New value,,New,Family Cycle Store,Family Cycle Store,New value,,New,New
433,689,"689,00",New value,,New,Sandra Martinez,Sandra Martinez,New value,,New,Consumer Equipment,Consumer Equipment,New value,,New,New
434,692,"692,00",New value,,New,Bev Desalvo,Bev Desalvo,New value,,New,Successful Sales Company,Successful Sales Company,New value,,New,New
435,693,"693,00",New value,,New,Bart Duncan,Bart Duncan,New value,,New,Stock Parts and Supplies,Stock Parts and Supplies,New value,,New,New
436,694,"694,00",New value,,New,Ann Hass,Ann Hass,New value,,New,The Accessories Store,The Accessories Store,New value,,New,New
437,695,"695,00",New value,,New,Rob Caron,Rob Caron,New value,,New,Responsible Bike Dealers,Responsible Bike Dealers,New value,,New,New
438,696,"696,00",New value,,New,Maciej Dusza,Maciej Dusza,New value,,New,Roadway Supplies,Roadway Supplies,New value,,New,New
439,697,"697,00",New value,,New,Roger Harui,Roger Harui,New value,,New,Brakes and Gears,Brakes and Gears,New value,,New,New
440,698,"698,00",New value,,New,Andy Carothers,Andy Carothers,New value,,New,Western Bike Supplies,Western Bike Supplies,New value,,New,New
441,701,"701,00",New value,,New,Linda Ecoffey,Linda Ecoffey,New value,,New,Future Bikes,Future Bikes,New value,,New,New
442,29485,"29485,00",New value,,New,Catherine Abel,Catherine Abel,New value,,New,Professional Sales and Service,Professional Sales and Service,New value,,New,New
443,29486,"29486,00",New value,,New,Kim Abercrombie,Kim Abercrombie,New value,,New,Riders Company,Riders Company,New value,,New,New
444,29489,"29489,00",New value,,New,Frances Adams,Frances Adams,New value,,New,Area Bike Accessories,Area Bike Accessories,New value,,New,New
445,29490,"29490,00",New value,,New,Margaret Smith,Margaret Smith,New value,,New,Bicycle Accessories and Kits,Bicycle Accessories and Kits,New value,,New,New
446,29492,"29492,00",New value,,New,Jay Adams,Jay Adams,New value,,New,Valley Bicycle Specialists,Valley Bicycle Specialists,New value,,New,New
447,29494,"29494,00",New value,,New,Samuel Agcaoili,Samuel Agcaoili,New value,,New,Vinyl and Plastic Goods Corporation,Vinyl and Plastic Goods Corporation,New value,,New,New
448,29496,"29496,00",New value,,New,Robert Ahlering,Robert Ahlering,New value,,New,Fun Toys and Bikes,Fun Toys and Bikes,New value,,New,New
449,29497,"29497,00",New value,,New,François Ferrier,François Ferrier,New value,,New,Great Bikes,Great Bikes,New value,,New,New
450,29499,"29499,00",New value,,New,Amy Alberts,Amy Alberts,New value,,New,Valley Toy Store,Valley Toy Store,New value,,New,New
451,29502,"29502,00",New value,,New,Paul Alcorn,Paul Alcorn,New value,,New,Major Sport Suppliers,Major Sport Suppliers,New value,,New,New
452,29503,"29503,00",New value,,New,Gregory Alderson,Gregory Alderson,New value,,New,Family's Favorite Bike Shop,Family's Favorite Bike Shop,New value,,New,New
453,29505,"29505,00",New value,,New,Michelle Alexander,Michelle Alexander,New value,,New,Imported and Domestic Cycles,Imported and Domestic Cycles,New value,,New,New
454,29506,"29506,00",New value,,New,Sean Jacobson,Sean Jacobson,New value,,New,Systematic Sales,Systematic Sales,New value,,New,New
455,29508,"29508,00",New value,,New,Marvin Allen,Marvin Allen,New value,,New,Mountain Toy Store,Mountain Toy Store,New value,,New,New
456,29510,"29510,00",New value,,New,Cecil Allison,Cecil Allison,New value,,New,Designated Distributors,Designated Distributors,New value,,New,New
457,29511,"29511,00",New value,,New,Oscar Alpuerto,Oscar Alpuerto,New value,,New,Bold Bike Accessories,Bold Bike Accessories,New value,,New,New
458,29515,"29515,00",New value,,New,Maxwell Amland,Maxwell Amland,New value,,New,Serious Cycles,Serious Cycles,New value,,New,New
459,29517,"29517,00",New value,,New,Ramona Antrim,Ramona Antrim,New value,,New,Novelty Bikes,Novelty Bikes,New value,,New,New
460,29521,"29521,00",New value,,New,Tom Johnston,Tom Johnston,New value,,New,Brightwork Company,Brightwork Company,New value,,New,New
461,29522,"29522,00",New value,,New,Thomas Armstrong,Thomas Armstrong,New value,,New,Resale Services,Resale Services,New value,,New,New
462,29523,"29523,00",New value,,New,John Arthur,John Arthur,New value,,New,The Gear Store,The Gear Store,New value,,New,New
463,29524,"29524,00",New value,,New,Chris Ashton,Chris Ashton,New value,,New,Immense Manufacturing Company,Immense Manufacturing Company,New value,,New,New
464,29525,"29525,00",New value,,New,Teresa Atkinson,Teresa Atkinson,New value,,New,Extended Bike Sales,Extended Bike Sales,New value,,New,New
465,29527,"29527,00",New value,,New,Robert Avalos,Robert Avalos,New value,,New,Workout Emporium,Workout Emporium,New value,,New,New
466,29528,"29528,00",New value,,New,Stephen Ayers,Stephen Ayers,New value,,New,Work and Play Association,Work and Play Association,New value,,New,New
467,29530,"29530,00",New value,,New,Daniel Blanco,Daniel Blanco,New value,,New,Nice Bikes,Nice Bikes,New value,,New,New
468,29531,"29531,00",New value,,New,Cory Booth,Cory Booth,New value,,New,Remarkable Bike Store,Remarkable Bike Store,New value,,New,New
469,29532,"29532,00",New value,,New,James Bailey,James Bailey,New value,,New,Road-Way Mart,Road-Way Mart,New value,,New,New
470,29533,"29533,00",New value,,New,Douglas Baldwin,Douglas Baldwin,New value,,New,Small Cycle Store,Small Cycle Store,New value,,New,New
471,29535,"29535,00",New value,,New,Wayne Banack,Wayne Banack,New value,,New,Grand Bicycle Stores,Grand Bicycle Stores,New value,,New,New
472,29536,"29536,00",New value,,New,Robert Barker,Robert Barker,New value,,New,Kickstand Sellers,Kickstand Sellers,New value,,New,New
473,29539,"29539,00",New value,,New,Josh Barnhill,Josh Barnhill,New value,,New,Gasless Cycle Shop,Gasless Cycle Shop,New value,,New,New
474,29541,"29541,00",New value,,New,Gytis Barzdukas,Gytis Barzdukas,New value,,New,Transportation Options,Transportation Options,New value,,New,New
475,29544,"29544,00",New value,,New,Shaun Beasley,Shaun Beasley,New value,,New,Finer Cycle Shop,Finer Cycle Shop,New value,,New,New
476,29545,"29545,00",New value,,New,John Beaver,John Beaver,New value,,New,Center Cycle Shop,Center Cycle Shop,New value,,New,New
477,29546,"29546,00",New value,,New,Christopher Beck,Christopher Beck,New value,,New,Bulk Discount Store,Bulk Discount Store,New value,,New,New
478,29548,"29548,00",New value,,New,Ann Beebe,Ann Beebe,New value,,New,First-Rate Outlet,First-Rate Outlet,New value,,New,New
479,29550,"29550,00",New value,,New,Stanley Alan,Stanley Alan,New value,,New,Another Bicycle Company,Another Bicycle Company,New value,,New,New
480,29553,"29553,00",New value,,New,Edna Benson,Edna Benson,New value,,New,Unsurpassed Bikes,Unsurpassed Bikes,New value,,New,New
481,29554,"29554,00",New value,,New,Payton Benson,Payton Benson,New value,,New,Field Trip Inc,Field Trip Inc,New value,,New,New
482,29557,"29557,00",New value,,New,Alexander Berger,Alexander Berger,New value,,New,Odometers and Accessories Company,Odometers and Accessories Company,New value,,New,New
483,29558,"29558,00",New value,,New,John Berger,John Berger,New value,,New,Scratch-Resistant Finishes Company,Scratch-Resistant Finishes Company,New value,,New,New
484,29559,"29559,00",New value,,New,Robert Bernacchi,Robert Bernacchi,New value,,New,Safe Cycles Shop,Safe Cycles Shop,New value,,New,New
485,29560,"29560,00",New value,,New,Matthias Berndt,Matthias Berndt,New value,,New,Number 1 Supply,Number 1 Supply,New value,,New,New
486,29562,"29562,00",New value,,New,Steven Brown,Steven Brown,New value,,New,Golf and Cycle Store,Golf and Cycle Store,New value,,New,New
487,29565,"29565,00",New value,,New,Jimmy Bischoff,Jimmy Bischoff,New value,,New,World Bike Discount Store,World Bike Discount Store,New value,,New,New
488,29566,"29566,00",New value,,New,Mae Black,Mae Black,New value,,New,Historic Bicycle Sales,Historic Bicycle Sales,New value,,New,New
489,29567,"29567,00",New value,,New,Jackie Blackwell,Jackie Blackwell,New value,,New,Commuter Bicycle Store,Commuter Bicycle Store,New value,,New,New
490,29568,"29568,00",New value,,New,Donald Blanton,Donald Blanton,New value,,New,Coalition Bike Company,Coalition Bike Company,New value,,New,New
491,29569,"29569,00",New value,,New,Linda Burnett,Linda Burnett,New value,,New,Travel Systems,Travel Systems,New value,,New,New
492,29570,"29570,00",New value,,New,Michael Blythe,Michael Blythe,New value,,New,Grease and Oil Products Company,Grease and Oil Products Company,New value,,New,New
493,29571,"29571,00",New value,,New,Gabriel Bockenkamp,Gabriel Bockenkamp,New value,,New,Moderately-Priced Bikes Store,Moderately-Priced Bikes Store,New value,,New,New
494,29573,"29573,00",New value,,New,Luis Bonifaz,Luis Bonifaz,New value,,New,Economy Bikes Company,Economy Bikes Company,New value,,New,New
495,29574,"29574,00",New value,,New,Randall Boseman,Randall Boseman,New value,,New,Third Bike Store,Third Bike Store,New value,,New,New
496,29576,"29576,00",New value,,New,Eli Bowen,Eli Bowen,New value,,New,Bikes for Two,Bikes for Two,New value,,New,New
497,29577,"29577,00",New value,,New,Lester Bowman,Lester Bowman,New value,,New,Metal Processing Company,Metal Processing Company,New value,,New,New
498,29579,"29579,00",New value,,New,Cornelius Brandon,Cornelius Brandon,New value,,New,Initial Bike Company,Initial Bike Company,New value,,New,New
499,29580,"29580,00",New value,,New,Richard Bready,Richard Bready,New value,,New,Latest Sports Equipment,Latest Sports Equipment,New value,,New,New
500,29582,"29582,00",New value,,New,Ted Bremer,Ted Bremer,New value,,New,Raw Materials Inc,Raw Materials Inc,New value,,New,New
501,29583,"29583,00",New value,,New,Alan Brewer,Alan Brewer,New value,,New,Lots of Bikes Storehouse,Lots of Bikes Storehouse,New value,,New,New
502,29584,"29584,00",New value,,New,Walter Brian,Walter Brian,New value,,New,Futuristic Bikes,Futuristic Bikes,New value,,New,New
503,29585,"29585,00",New value,,New,Christopher Bright,Christopher Bright,New value,,New,Parcel Express Delivery Service,Parcel Express Delivery Service,New value,,New,New
504,29587,"29587,00",New value,,New,John Brooks,John Brooks,New value,,New,Prosperous Tours,Prosperous Tours,New value,,New,New
505,29588,"29588,00",New value,,New,Willie Brooks,Willie Brooks,New value,,New,Nonskid Tire Company,Nonskid Tire Company,New value,,New,New
506,29590,"29590,00",New value,,New,Jo Brown,Jo Brown,New value,,New,Metro Bike Works,Metro Bike Works,New value,,New,New
507,29591,"29591,00",New value,,New,Robert Brown,Robert Brown,New value,,New,Best o' Bikes,Best o' Bikes,New value,,New,New
508,29593,"29593,00",New value,,New,Mary Browning,Mary Browning,New value,,New,Client Discount Store,Client Discount Store,New value,,New,New
509,29596,"29596,00",New value,,New,Eric Brumfield,Eric Brumfield,New value,,New,Requisite Part Supply,Requisite Part Supply,New value,,New,New
510,29598,"29598,00",New value,,New,Michael Brundage,Michael Brundage,New value,,New,Mechanical Products Ltd.,Mechanical Products Ltd.,New value,,New,New
511,29599,"29599,00",New value,,New,Shirley Bruner,Shirley Bruner,New value,,New,Commendable Bikes,Commendable Bikes,New value,,New,New
512,29600,"29600,00",New value,,New,June Brunner,June Brunner,New value,,New,Online Bike Sellers,Online Bike Sellers,New value,,New,New
513,29601,"29601,00",New value,,New,Dirk Bruno,Dirk Bruno,New value,,New,Custom Accessories Company,Custom Accessories Company,New value,,New,New
514,29603,"29603,00",New value,,New,Janaina Barreiro Gambaro Bueno,Janaina Barreiro Gambaro Bueno,New value,,New,Courteous Bicycle Specialists,Courteous Bicycle Specialists,New value,,New,New
515,29605,"29605,00",New value,,New,Megan Burke,Megan Burke,New value,,New,Professional Cycle Store,Professional Cycle Store,New value,,New,New
516,29606,"29606,00",New value,,New,Karren Burkhardt,Karren Burkhardt,New value,,New,Fifth Bike Store,Fifth Bike Store,New value,,New,New
517,29608,"29608,00",New value,,New,Timothy Burnett,Timothy Burnett,New value,,New,Farthest Bike Store,Farthest Bike Store,New value,,New,New
518,29611,"29611,00",New value,,New,Jared Bustamante,Jared Bustamante,New value,,New,Alternative Vehicles,Alternative Vehicles,New value,,New,New
519,29612,"29612,00",New value,,New,Richard Byham,Richard Byham,New value,,New,Channel Outlet,Channel Outlet,New value,,New,New
520,29614,"29614,00",New value,,New,Ryan Calafato,Ryan Calafato,New value,,New,Retail Mall,Retail Mall,New value,,New,New
521,29615,"29615,00",New value,,New,Mari Caldwell,Mari Caldwell,New value,,New,Metro Metals Co.,Metro Metals Co.,New value,,New,New
522,29616,"29616,00",New value,,New,Barbara Calone,Barbara Calone,New value,,New,Sheet Metal Manufacturing,Sheet Metal Manufacturing,New value,,New,New
523,29617,"29617,00",New value,,New,Lindsey Camacho,Lindsey Camacho,New value,,New,Thorough Parts and Repair Services,Thorough Parts and Repair Services,New value,,New,New
524,29618,"29618,00",New value,,New,Gustavo Camargo,Gustavo Camargo,New value,,New,Uttermost Bike Shop,Uttermost Bike Shop,New value,,New,New
525,29620,"29620,00",New value,,New,Joan Campbell,Joan Campbell,New value,,New,Two-Wheeled Transit Company,Two-Wheeled Transit Company,New value,,New,New
526,29622,"29622,00",New value,,New,Henry Campen,Henry Campen,New value,,New,Metro Cycle Shop,Metro Cycle Shop,New value,,New,New
527,29623,"29623,00",New value,,New,Chris Cannon,Chris Cannon,New value,,New,Outdoor Sporting Goods,Outdoor Sporting Goods,New value,,New,New
528,29625,"29625,00",New value,,New,Suzana De Abreu Canuto,Suzana De Abreu Canuto,New value,,New,Petroleum Products Distributors,Petroleum Products Distributors,New value,,New,New
529,29627,"29627,00",New value,,New,Johnny Caprio,Johnny Caprio,New value,,New,Bikes and Motorbikes,Bikes and Motorbikes,New value,,New,New
530,29629,"29629,00",New value,,New,Carlton Carlisle,Carlton Carlisle,New value,,New,Camping and Sports Store,Camping and Sports Store,New value,,New,New
531,29631,"29631,00",New value,,New,Jane Carmichael,Jane Carmichael,New value,,New,Rural Department Store,Rural Department Store,New value,,New,New
532,29632,"29632,00",New value,,New,Jovita Carmody,Jovita Carmody,New value,,New,Sports Commodities,Sports Commodities,New value,,New,New
533,29635,"29635,00",New value,,New,Rob Caron,Rob Caron,New value,,New,Responsible Bike Dealers,Responsible Bike Dealers,New value,,New,New
534,29636,"29636,00",New value,,New,Andy Carothers,Andy Carothers,New value,,New,Western Bike Supplies,Western Bike Supplies,New value,,New,New
535,29637,"29637,00",New value,,New,Donna Carreras,Donna Carreras,New value,,New,Advanced Bike Components,Advanced Bike Components,New value,,New,New
536,29638,"29638,00",New value,,New,Rosmarie Carroll,Rosmarie Carroll,New value,,New,Aerobic Exercise Company,Aerobic Exercise Company,New value,,New,New
537,29639,"29639,00",New value,,New,Joseph Castellucio,Joseph Castellucio,New value,,New,Corner Bicycle Supply,Corner Bicycle Supply,New value,,New,New
538,29641,"29641,00",New value,,New,Raul Casts,Raul Casts,New value,,New,Westside Plaza,Westside Plaza,New value,,New,New
539,29643,"29643,00",New value,,New,Matthew Cavallari,Matthew Cavallari,New value,,New,Outstanding Cycles,Outstanding Cycles,New value,,New,New
540,29644,"29644,00",New value,,New,Brigid Cavendish,Brigid Cavendish,New value,,New,Vigorous Sports Store,Vigorous Sports Store,New value,,New,New
541,29645,"29645,00",New value,,New,Andrew Cencini,Andrew Cencini,New value,,New,Sports Merchandise,Sports Merchandise,New value,,New,New
542,29646,"29646,00",New value,,New,Stacey Cereghino,Stacey Cereghino,New value,,New,Fitness Toy Store,Fitness Toy Store,New value,,New,New
543,29649,"29649,00",New value,,New,Pat Chambers,Pat Chambers,New value,,New,General Cycle Storehouse,General Cycle Storehouse,New value,,New,New
544,29650,"29650,00",New value,,New,Forrest Chandler,Forrest Chandler,New value,,New,Fitness Cycling,Fitness Cycling,New value,,New,New
545,29651,"29651,00",New value,,New,Lee Chapla,Lee Chapla,New value,,New,Good Bike Shop,Good Bike Shop,New value,,New,New
546,29653,"29653,00",New value,,New,Pei Chow,Pei Chow,New value,,New,Thrilling Bike Tours,Thrilling Bike Tours,New value,,New,New
547,29654,"29654,00",New value,,New,Yao-Qiang Cheng,Yao-Qiang Cheng,New value,,New,This Area Sporting Goods,This Area Sporting Goods,New value,,New,New
548,29655,"29655,00",New value,,New,Nicky Chesnut,Nicky Chesnut,New value,,New,Full-Service Bike Store,Full-Service Bike Store,New value,,New,New
549,29659,"29659,00",New value,,New,Ruth Choin,Ruth Choin,New value,,New,Genuine Bike Shop,Genuine Bike Shop,New value,,New,New
550,29660,"29660,00",New value,,New,Anthony Chor,Anthony Chor,New value,,New,Extreme Riding Supplies,Extreme Riding Supplies,New value,,New,New
551,29662,"29662,00",New value,,New,Jill Christie,Jill Christie,New value,,New,Fleet Bikes,Fleet Bikes,New value,,New,New
552,29663,"29663,00",New value,,New,Alice Clark,Alice Clark,New value,,New,Local Hardware Factory,Local Hardware Factory,New value,,New,New
553,29666,"29666,00",New value,,New,Jane Clayton,Jane Clayton,New value,,New,South Bike Company,South Bike Company,New value,,New,New
554,29668,"29668,00",New value,,New,Connie Coffman,Connie Coffman,New value,,New,Discount Bicycle Specialists,Discount Bicycle Specialists,New value,,New,New
555,29671,"29671,00",New value,,New,Pat Coleman,Pat Coleman,New value,,New,Machines & Cycles Store,Machines & Cycles Store,New value,,New,New
556,29673,"29673,00",New value,,New,John Colon,John Colon,New value,,New,Two Wheels Cycle Store,Two Wheels Cycle Store,New value,,New,New
557,29674,"29674,00",New value,,New,Scott Colvin,Scott Colvin,New value,,New,Westside Cycle Store,Westside Cycle Store,New value,,New,New
558,29677,"29677,00",New value,,New,William Conner,William Conner,New value,,New,Urban Sports Emporium,Urban Sports Emporium,New value,,New,New
559,29680,"29680,00",New value,,New,Dorothy Contreras,Dorothy Contreras,New value,,New,Sixth Bike Store,Sixth Bike Store,New value,,New,New
560,29682,"29682,00",New value,,New,Scott Cooper,Scott Cooper,New value,,New,Vehicle Shop,Vehicle Shop,New value,,New,New
561,29683,"29683,00",New value,,New,Eva Corets,Eva Corets,New value,,New,First Department Stores,First Department Stores,New value,,New,New
562,29684,"29684,00",New value,,New,Marlin Coriell,Marlin Coriell,New value,,New,Grand Sport Boutique,Grand Sport Boutique,New value,,New,New
563,29686,"29686,00",New value,,New,Jack Creasey,Jack Creasey,New value,,New,Distinctive Store,Distinctive Store,New value,,New,New
564,29688,"29688,00",New value,,New,Grant Culbertson,Grant Culbertson,New value,,New,Handy Bike Services,Handy Bike Services,New value,,New,New
565,29689,"29689,00",New value,,New,Scott Culp,Scott Culp,New value,,New,Friendly Bike Shop,Friendly Bike Shop,New value,,New,New
566,29690,"29690,00",New value,,New,Conor Cunningham,Conor Cunningham,New value,,New,Fashionable Bikes and Accessories,Fashionable Bikes and Accessories,New value,,New,New
567,29692,"29692,00",New value,,New,Thierry D'Hers,Thierry D'Hers,New value,,New,Citywide Service and Repair,Citywide Service and Repair,New value,,New,New
568,29695,"29695,00",New value,,New,Megan Davis,Megan Davis,New value,,New,Rugged Bikes,Rugged Bikes,New value,,New,New
569,29696,"29696,00",New value,,New,Alvaro De Matos Miranda Filho,Alvaro De Matos Miranda Filho,New value,,New,Principal Bike Company,Principal Bike Company,New value,,New,New
570,29698,"29698,00",New value,,New,Jacob Dean,Jacob Dean,New value,,New,Finer Riding Supplies,Finer Riding Supplies,New value,,New,New
571,29699,"29699,00",New value,,New,Alexander Deborde,Alexander Deborde,New value,,New,Neighborhood Store,Neighborhood Store,New value,,New,New
572,29702,"29702,00",New value,,New,Aidan Delaney,Aidan Delaney,New value,,New,Paint Supply,Paint Supply,New value,,New,New
573,29703,"29703,00",New value,,New,Stefan Delmarco,Stefan Delmarco,New value,,New,Preferred Bikes,Preferred Bikes,New value,,New,New
574,29705,"29705,00",New value,,New,Della Demott Jr,Della Demott Jr,New value,,New,Rewarding Activities Company,Rewarding Activities Company,New value,,New,New
575,29708,"29708,00",New value,,New,Prashanth Desai,Prashanth Desai,New value,,New,Stationary Bikes and Stands,Stationary Bikes and Stands,New value,,New,New
576,29709,"29709,00",New value,,New,Bev Desalvo,Bev Desalvo,New value,,New,Successful Sales Company,Successful Sales Company,New value,,New,New
577,29710,"29710,00",New value,,New,Brenda Diaz,Brenda Diaz,New value,,New,Downtown Hotel,Downtown Hotel,New value,,New,New
578,29711,"29711,00",New value,,New,Gabriele Dickmann,Gabriele Dickmann,New value,,New,Certified Sports Supply,Certified Sports Supply,New value,,New,New
579,29713,"29713,00",New value,,New,Dick Dievendorff,Dick Dievendorff,New value,,New,Rampart Amusement Company,Rampart Amusement Company,New value,,New,New
580,29714,"29714,00",New value,,New,Rudolph Dillon,Rudolph Dillon,New value,,New,Sundry Sporting Goods,Sundry Sporting Goods,New value,,New,New
581,29716,"29716,00",New value,,New,Blaine Dockter,Blaine Dockter,New value,,New,Farthermost Bike Shop,Farthermost Bike Shop,New value,,New,New
582,29717,"29717,00",New value,,New,Cindy Dodd,Cindy Dodd,New value,,New,Suburban Cycle Shop,Suburban Cycle Shop,New value,,New,New
583,29719,"29719,00",New value,,New,Patricia Doyle,Patricia Doyle,New value,,New,Racing Bike Outlet,Racing Bike Outlet,New value,,New,New
584,29720,"29720,00",New value,,New,Gerald Drury,Gerald Drury,New value,,New,Utilitarian Sporting Goods,Utilitarian Sporting Goods,New value,,New,New
585,29722,"29722,00",New value,,New,Reuben D'sa,Reuben D'sa,New value,,New,Vigorous Exercise Company,Vigorous Exercise Company,New value,,New,New
586,29727,"29727,00",New value,,New,Bart Duncan,Bart Duncan,New value,,New,Stock Parts and Supplies,Stock Parts and Supplies,New value,,New,New
587,29728,"29728,00",New value,,New,Maciej Dusza,Maciej Dusza,New value,,New,Roadway Supplies,Roadway Supplies,New value,,New,New
588,29730,"29730,00",New value,,New,Linda Ecoffey,Linda Ecoffey,New value,,New,Future Bikes,Future Bikes,New value,,New,New
589,29732,"29732,00",New value,,New,Carol Elliott,Carol Elliott,New value,,New,Satin Finish Company,Satin Finish Company,New value,,New,New
590,29733,"29733,00",New value,,New,Shannon Elliott,Shannon Elliott,New value,,New,Regional Manufacturing,Regional Manufacturing,New value,,New,New
591,29734,"29734,00",New value,,New,Jauna Elson,Jauna Elson,New value,,New,Original Bicycle Supply Company,Original Bicycle Supply Company,New value,,New,New
592,29736,"29736,00",New value,,New,Terry Eminhizer,Terry Eminhizer,New value,,New,Action Bicycle Specialists,Action Bicycle Specialists,New value,,New,New
593,29737,"29737,00",New value,,New,John Emory,John Emory,New value,,New,Roadway Bike Emporium,Roadway Bike Emporium,New value,,New,New
594,29738,"29738,00",New value,,New,Gail Erickson,Gail Erickson,New value,,New,Sleek Bikes,Sleek Bikes,New value,,New,New
595,29739,"29739,00",New value,,New,Mark Erickson,Mark Erickson,New value,,New,Retail Sporting Equipment,Retail Sporting Equipment,New value,,New,New
596,29740,"29740,00",New value,,New,Martha Espinoza,Martha Espinoza,New value,,New,Price-Cutter Discount Bikes,Price-Cutter Discount Bikes,New value,,New,New
597,29741,"29741,00",New value,,New,Janeth Esteves,Janeth Esteves,New value,,New,Central Bicycle Specialists,Central Bicycle Specialists,New value,,New,New
598,29742,"29742,00",New value,,New,Twanna Evans,Twanna Evans,New value,,New,Vast Bike Sales and Rental,Vast Bike Sales and Rental,New value,,New,New
599,29743,"29743,00",New value,,New,Ann Evans,Ann Evans,New value,,New,Summer Sports Place,Summer Sports Place,New value,,New,New
600,29744,"29744,00",New value,,New,John Evans,John Evans,New value,,New,Real Sporting Goods,Real Sporting Goods,New value,,New,New
601,29747,"29747,00",New value,,New,Carolyn Farino,Carolyn Farino,New value,,New,The Bike Shop,The Bike Shop,New value,,New,New
602,29748,"29748,00",New value,,New,Geri Farrell,Geri Farrell,New value,,New,Safe Toys,Safe Toys,New value,,New,New
603,29750,"29750,00",New value,,New,Rhoda Finley,Rhoda Finley,New value,,New,Our Sporting Goods Store,Our Sporting Goods Store,New value,,New,New
604,29753,"29753,00",New value,,New,Kathie Flood,Kathie Flood,New value,,New,Coho Sports,Coho Sports,New value,,New,New
605,29755,"29755,00",New value,,New,Kelly Focht,Kelly Focht,New value,,New,Quick Delivery Service,Quick Delivery Service,New value,,New,New
606,29757,"29757,00",New value,,New,Garth Fort,Garth Fort,New value,,New,Basic Sports Equipment,Basic Sports Equipment,New value,,New,New
607,29758,"29758,00",New value,,New,Dorothy Fox,Dorothy Fox,New value,,New,Cash & Carry Bikes,Cash & Carry Bikes,New value,,New,New
608,29761,"29761,00",New value,,New,Susan French,Susan French,New value,,New,General Bike Corporation,General Bike Corporation,New value,,New,New
609,29763,"29763,00",New value,,New,Mihail Frintu,Mihail Frintu,New value,,New,Retail Cycle Shop,Retail Cycle Shop,New value,,New,New
610,29764,"29764,00",New value,,New,John Ford,John Ford,New value,,New,Social Activities Club,Social Activities Club,New value,,New,New
611,29765,"29765,00",New value,,New,Paul Fulton,Paul Fulton,New value,,New,Blue Bicycle Company,Blue Bicycle Company,New value,,New,New
612,29766,"29766,00",New value,,New,Bob Gage,Bob Gage,New value,,New,General Riding Supplies,General Riding Supplies,New value,,New,New
613,29768,"29768,00",New value,,New,Michael Galos,Michael Galos,New value,,New,Riding Excursions,Riding Excursions,New value,,New,New
614,29769,"29769,00",New value,,New,Jon Ganio,Jon Ganio,New value,,New,Unique Bikes,Unique Bikes,New value,,New,New
615,29770,"29770,00",New value,,New,Kathleen Garza,Kathleen Garza,New value,,New,Rural Cycle Emporium,Rural Cycle Emporium,New value,,New,New
